reading_id,equipment_id,site_id,date_key,timestamp,vibration_g,temperature_c,pressure_psi,hours_operated,load_tonnes,fuel_consumption_lph
19681,TRK021,NW02,20251120,2025-11-20 00:00:00,2.0,72.4,37.6,15155.0,230.7,190.2
19682,TRK021,NW02,20251120,2025-11-20 06:00:00,2.23,77.1,45.8,15160.9,227.8,216.6
19683,TRK021,NW02,20251121,2025-11-21 00:00:00,1.51,75.7,52.7,15166.4,276.4,226.7
19684,TRK021,NW02,20251121,2025-11-21 06:00:00,1.65,66.8,53.4,15172.0,253.1,206.3
19685,TRK021,NW02,20251122,2025-11-22 00:00:00,1.78,77.9,43.0,15177.1,374.8,186.4
19686,TRK021,NW02,20251122,2025-11-22 06:00:00,0.97,78.0,52.0,15182.6,254.3,246.1
19687,TRK021,NW02,20251123,2025-11-23 00:00:00,1.16,70.6,38.7,15188.2,264.2,246.7
19688,TRK021,NW02,20251123,2025-11-23 06:00:00,1.31,71.8,47.1,15193.3,193.2,246.9
19689,TRK021,NW02,20251124,2025-11-24 00:00:00,1.31,67.3,52.3,15198.6,252.0,240.6
19690,TRK021,NW02,20251124,2025-11-24 06:00:00,1.38,76.5,37.9,15203.9,222.9,228.5
19691,TRK021,NW02,20251201,2025-12-01 00:00:00,0.58,90.9,46.8,15209.7,377.3,193.0
19692,TRK021,NW02,20251201,2025-12-01 06:00:00,1.82,71.6,44.8,15215.2,296.5,222.3
19693,TRK021,NW02,20251202,2025-12-02 00:00:00,1.51,67.8,53.2,15220.5,324.6,257.6
19694,TRK021,NW02,20251202,2025-12-02 06:00:00,1.32,65.4,45.4,15225.5,264.2,258.2
19695,TRK021,NW02,20251203,2025-12-03 00:00:00,0.94,88.9,36.1,15230.6,378.3,212.7
19696,TRK021,NW02,20251203,2025-12-03 06:00:00,2.32,67.1,41.7,15236.3,385.1,277.1
19697,TRK021,NW02,20251204,2025-12-04 00:00:00,0.68,,49.1,15241.6,197.6,240.9
19698,TRK021,NW02,20251204,2025-12-04 06:00:00,1.92,85.8,41.1,15247.2,245.4,252.7
19699,TRK021,NW02,20251205,2025-12-05 00:00:00,1.23,68.5,48.3,15252.3,214.9,235.1
19700,TRK021,NW02,20251205,2025-12-05 06:00:00,2.12,88.4,53.6,15257.7,247.2,195.5
19701,TRK021,NW02,20251206,2025-12-06 00:00:00,2.41,83.4,48.2,15263.7,346.7,205.6
19702,TRK021,NW02,20251206,2025-12-06 06:00:00,1.46,83.0,43.7,15269.7,204.3,272.0
19703,TRK021,NW02,20251207,2025-12-07 00:00:00,0.79,,51.4,15275.1,237.7,264.1
19704,TRK021,NW02,20251207,2025-12-07 06:00:00,1.28,71.9,44.4,15281.1,372.7,220.3
19705,TRK021,NW02,20251208,2025-12-08 00:00:00,1.16,75.2,51.5,15287.0,327.1,272.9
19706,TRK021,NW02,20251208,2025-12-08 06:00:00,0.65,70.2,43.2,15292.7,226.7,220.1
19707,TRK021,NW02,20251215,2025-12-15 00:00:00,0.81,73.3,46.7,15298.7,213.3,245.0
19708,TRK021,NW02,20251215,2025-12-15 06:00:00,1.54,83.5,40.4,15303.8,231.3,257.7
19709,TRK021,NW02,20251216,2025-12-16 00:00:00,1.83,87.1,47.6,15309.0,203.0,189.9
19710,TRK021,NW02,20251216,2025-12-16 06:00:00,2.42,94.4,44.0,15314.1,387.7,235.6
19711,TRK021,NW02,20251217,2025-12-17 00:00:00,1.23,86.8,53.5,15319.7,342.5,194.5
19712,TRK021,NW02,20251217,2025-12-17 06:00:00,1.25,66.6,41.4,15324.9,217.2,237.1
19713,TRK021,NW02,20251218,2025-12-18 00:00:00,1.52,,42.8,15330.2,286.8,201.5
19714,TRK021,NW02,20251218,2025-12-18 06:00:00,1.2,77.9,54.2,15335.7,191.1,240.6
19715,TRK021,NW02,20251219,2025-12-19 00:00:00,1.9,83.2,48.8,15341.5,266.1,193.6
19716,TRK021,NW02,20251219,2025-12-19 06:00:00,1.28,81.9,51.8,15347.0,188.5,198.2
19717,TRK021,NW02,20251220,2025-12-20 00:00:00,0.95,81.4,42.3,15352.5,272.9,191.6
19718,TRK021,NW02,20251220,2025-12-20 06:00:00,1.38,70.5,49.3,15357.6,280.9,239.7
19719,TRK021,NW02,20251221,2025-12-21 00:00:00,0.59,86.6,43.1,15362.7,210.4,204.9
19720,TRK021,NW02,20251221,2025-12-21 06:00:00,1.49,76.9,43.7,15367.8,348.7,269.5
19721,TRK021,NW02,20251222,2025-12-22 00:00:00,0.81,75.8,54.7,15373.1,248.3,190.1
19722,TRK021,NW02,20251222,2025-12-22 06:00:00,0.92,82.9,54.5,15378.7,364.0,251.7
19723,TRK021,NW02,20251229,2025-12-29 00:00:00,1.63,93.1,45.3,15384.2,200.9,181.5
19724,TRK021,NW02,20251229,2025-12-29 06:00:00,2.0,80.3,48.4,15390.2,213.9,253.0
19725,TRK021,NW02,20251230,2025-12-30 00:00:00,2.27,72.9,44.2,15395.9,306.9,232.0
19726,TRK021,NW02,20251230,2025-12-30 06:00:00,1.1,75.8,48.7,15401.0,231.6,255.9
19727,TRK021,NW02,20251231,2025-12-31 00:00:00,1.67,75.1,54.6,15406.2,302.2,274.0
19728,TRK021,NW02,20251231,2025-12-31 06:00:00,1.62,87.8,52.5,15412.0,326.9,269.3
19729,TRK022,NW02,20240101,2024-01-01 00:00:00,2.02,87.1,45.5,24605.0,201.5,221.3
19730,TRK022,NW02,20240101,2024-01-01 06:00:00,1.79,78.1,44.0,24610.2,288.9,270.0
19731,TRK022,NW02,20240102,2024-01-02 00:00:00,2.18,91.5,54.0,24615.9,244.5,188.4
19732,TRK022,NW02,20240102,2024-01-02 06:00:00,0.69,79.1,49.5,24621.7,194.9,263.1
19733,TRK022,NW02,20240103,2024-01-03 00:00:00,1.88,142.2,48.8,24627.3,289.9,217.6
19734,TRK022,NW02,20240103,2024-01-03 06:00:00,1.62,87.3,48.9,24632.5,281.6,267.4
19735,TRK022,NW02,20240104,2024-01-04 00:00:00,2.05,76.0,46.2,24637.9,288.0,265.9
19736,TRK022,NW02,20240104,2024-01-04 06:00:00,1.67,70.2,35.9,24643.6,226.6,216.5
19737,TRK022,NW02,20240105,2024-01-05 00:00:00,1.66,91.9,43.1,24648.7,284.4,253.2
19738,TRK022,NW02,20240105,2024-01-05 06:00:00,2.18,84.8,49.0,24654.2,266.1,280.0
19739,TRK022,NW02,20240106,2024-01-06 00:00:00,6.33,74.4,36.7,24659.9,202.0,256.3
19740,TRK022,NW02,20240106,2024-01-06 06:00:00,2.22,73.7,46.0,24665.8,215.0,210.6
19741,TRK022,NW02,20240107,2024-01-07 00:00:00,9.57,90.2,37.0,24671.3,243.5,250.7
19742,TRK022,NW02,20240107,2024-01-07 06:00:00,1.21,,42.5,24677.1,264.5,279.2
19743,TRK022,NW02,20240108,2024-01-08 00:00:00,2.44,91.3,35.8,24683.0,192.2,213.0
19744,TRK022,NW02,20240108,2024-01-08 06:00:00,1.59,75.4,49.3,24688.9,254.9,183.0
19745,TRK022,NW02,20240115,2024-01-15 00:00:00,1.45,75.7,45.1,24694.5,209.5,221.9
19746,TRK022,NW02,20240115,2024-01-15 06:00:00,2.44,84.5,35.3,24700.0,245.9,254.2
19747,TRK022,NW02,20240116,2024-01-16 00:00:00,,75.6,42.8,24705.8,239.0,193.5
19748,TRK022,NW02,20240116,2024-01-16 06:00:00,1.7,93.9,36.9,24711.5,216.4,271.4
19749,TRK022,NW02,20240117,2024-01-17 00:00:00,1.23,81.6,55.0,24716.8,239.8,210.2
19750,TRK022,NW02,20240117,2024-01-17 06:00:00,1.35,82.2,45.3,24722.3,189.6,275.4
19751,TRK022,NW02,20240118,2024-01-18 00:00:00,2.4,94.5,53.0,24727.5,220.7,180.9
19752,TRK022,NW02,20240118,2024-01-18 06:00:00,0.74,72.6,49.2,24732.8,231.7,272.1
19753,TRK022,NW02,20240119,2024-01-19 00:00:00,2.39,73.4,40.4,24738.8,223.6,235.4
19754,TRK022,NW02,20240119,2024-01-19 06:00:00,0.84,86.2,37.3,24744.0,183.9,206.0
19755,TRK022,NW02,20240120,2024-01-20 00:00:00,1.27,92.6,36.3,24749.9,287.3,223.2
19756,TRK022,NW02,20240120,2024-01-20 06:00:00,1.08,92.0,46.9,24755.1,235.4,254.0
19757,TRK022,NW02,20240121,2024-01-21 00:00:00,1.26,78.4,50.1,24760.3,215.3,240.0
19758,TRK022,NW02,20240121,2024-01-21 06:00:00,1.02,86.2,54.6,24765.7,189.3,208.7
19759,TRK022,NW02,20240122,2024-01-22 00:00:00,1.77,84.4,48.2,24771.2,248.6,199.6
19760,TRK022,NW02,20240122,2024-01-22 06:00:00,1.29,94.6,54.9,24776.4,240.2,271.2
19761,TRK022,NW02,20240129,2024-01-29 00:00:00,2.08,,52.5,24782.0,230.5,182.8
19762,TRK022,NW02,20240129,2024-01-29 06:00:00,1.22,92.6,43.8,24787.0,275.0,201.2
19763,TRK022,NW02,20240130,2024-01-30 00:00:00,2.27,87.9,41.7,24792.3,197.1,267.2
19764,TRK022,NW02,20240130,2024-01-30 06:00:00,2.09,83.5,,24798.3,202.9,255.6
19765,TRK022,NW02,20240131,2024-01-31 00:00:00,1.94,70.8,49.9,24804.1,251.1,218.5
19766,TRK022,NW02,20240131,2024-01-31 06:00:00,1.67,68.9,38.8,24809.9,235.3,252.2
19767,TRK022,NW02,20240201,2024-02-01 00:00:00,2.11,73.0,42.4,24815.8,237.3,256.4
19768,TRK022,NW02,20240201,2024-02-01 06:00:00,1.98,69.6,48.1,24821.3,227.3,192.1
19769,TRK022,NW02,20240202,2024-02-02 00:00:00,9.32,69.1,49.8,24826.8,251.8,276.0
19770,TRK022,NW02,20240202,2024-02-02 06:00:00,1.29,81.9,37.6,24832.5,227.0,194.5
19771,TRK022,NW02,20240203,2024-02-03 00:00:00,,70.9,40.2,24838.4,270.0,233.7
19772,TRK022,NW02,20240203,2024-02-03 06:00:00,2.26,81.5,38.3,24843.7,205.9,267.1
19773,TRK022,NW02,20240204,2024-02-04 00:00:00,1.84,93.7,41.9,24849.5,253.7,265.2
19774,TRK022,NW02,20240204,2024-02-04 06:00:00,1.41,72.6,48.5,24855.5,259.5,249.1
19775,TRK022,NW02,20240205,2024-02-05 00:00:00,1.32,79.0,46.1,24861.1,200.2,221.2
19776,TRK022,NW02,20240205,2024-02-05 06:00:00,1.46,91.2,37.6,24866.7,266.4,279.0
19777,TRK022,NW02,20240212,2024-02-12 00:00:00,1.43,94.5,44.3,24872.3,189.8,259.6
19778,TRK022,NW02,20240212,2024-02-12 06:00:00,1.25,81.8,54.0,24877.4,228.8,248.6
19779,TRK022,NW02,20240213,2024-02-13 00:00:00,0.79,,42.3,24882.7,183.2,276.4
19780,TRK022,NW02,20240213,2024-02-13 06:00:00,1.71,71.4,37.6,24888.1,215.8,193.6
19781,TRK022,NW02,20240214,2024-02-14 00:00:00,1.55,87.6,41.4,24893.8,226.1,279.6
19782,TRK022,NW02,20240214,2024-02-14 06:00:00,1.59,72.4,36.8,24899.8,283.5,206.7
19783,TRK022,NW02,20240215,2024-02-15 00:00:00,2.36,71.6,44.2,24905.6,182.5,213.5
19784,TRK022,NW02,20240215,2024-02-15 06:00:00,1.59,78.4,45.2,24910.7,219.8,209.4
19785,TRK022,NW02,20240216,2024-02-16 00:00:00,1.49,78.0,36.5,24915.9,197.1,196.9
19786,TRK022,NW02,20240216,2024-02-16 06:00:00,1.36,81.7,39.7,24921.2,200.2,248.8
19787,TRK022,NW02,20240217,2024-02-17 00:00:00,1.5,81.1,45.1,24926.6,208.6,220.1
19788,TRK022,NW02,20240217,2024-02-17 06:00:00,1.18,76.4,38.0,24932.5,240.6,233.2
19789,TRK022,NW02,20240218,2024-02-18 00:00:00,0.9,91.0,41.5,24938.4,255.0,240.1
19790,TRK022,NW02,20240218,2024-02-18 06:00:00,1.79,67.9,45.2,24943.9,214.1,250.0
19791,TRK022,NW02,20240219,2024-02-19 00:00:00,0.77,73.2,40.8,24949.4,287.3,235.0
19792,TRK022,NW02,20240219,2024-02-19 06:00:00,1.63,86.4,47.3,24954.6,249.1,251.0
19793,TRK022,NW02,20240226,2024-02-26 00:00:00,1.08,79.3,44.8,24960.3,212.2,217.3
19794,TRK022,NW02,20240226,2024-02-26 06:00:00,0.79,82.7,51.1,24965.4,199.5,228.9
19795,TRK022,NW02,20240227,2024-02-27 00:00:00,0.78,90.1,49.9,24971.3,257.7,252.7
19796,TRK022,NW02,20240227,2024-02-27 06:00:00,1.59,85.2,39.5,24976.8,263.8,258.7
19797,TRK022,NW02,20240228,2024-02-28 00:00:00,2.09,76.6,53.3,24982.7,266.9,212.3
19798,TRK022,NW02,20240228,2024-02-28 06:00:00,1.0,82.6,46.8,24988.6,289.1,250.5
19799,TRK022,NW02,20240229,2024-02-29 00:00:00,1.05,85.8,36.5,24994.5,266.0,244.9
19800,TRK022,NW02,20240229,2024-02-29 06:00:00,1.7,86.5,50.9,24999.8,182.8,276.6
19801,TRK022,NW02,20240301,2024-03-01 00:00:00,1.68,78.3,42.2,25005.7,202.7,200.5
19802,TRK022,NW02,20240301,2024-03-01 06:00:00,0.95,70.3,54.1,25010.7,211.2,225.8
19803,TRK022,NW02,20240302,2024-03-02 00:00:00,0.83,79.5,35.8,25015.9,279.1,216.1
19804,TRK022,NW02,20240302,2024-03-02 06:00:00,2.26,76.6,40.4,25021.7,249.8,260.5
19805,TRK022,NW02,20240303,2024-03-03 00:00:00,2.1,71.3,44.4,25026.8,288.9,242.9
19806,TRK022,NW02,20240303,2024-03-03 06:00:00,1.83,69.9,47.4,25031.8,217.1,198.6
19807,TRK022,NW02,20240304,2024-03-04 00:00:00,0.63,92.7,50.7,25037.8,265.0,187.9
19808,TRK022,NW02,20240304,2024-03-04 06:00:00,0.68,77.6,50.4,25042.8,246.8,261.3
19809,TRK022,NW02,20240311,2024-03-11 00:00:00,2.05,71.2,,25048.7,237.4,275.5
19810,TRK022,NW02,20240311,2024-03-11 06:00:00,,89.6,52.0,25054.7,187.7,221.4
19811,TRK022,NW02,20240312,2024-03-12 00:00:00,1.86,92.6,46.7,25059.7,187.1,238.1
19812,TRK022,NW02,20240312,2024-03-12 06:00:00,1.22,71.6,35.7,25065.5,277.8,259.9
19813,TRK022,NW02,20240313,2024-03-13 00:00:00,0.86,80.6,53.1,25071.1,248.8,222.0
19814,TRK022,NW02,20240313,2024-03-13 06:00:00,1.51,69.4,52.6,25076.5,281.9,235.2
19815,TRK022,NW02,20240314,2024-03-14 00:00:00,0.7,90.1,37.2,25081.6,275.7,248.6
19816,TRK022,NW02,20240314,2024-03-14 06:00:00,2.39,74.6,42.3,25087.2,240.8,278.3
19817,TRK022,NW02,20240315,2024-03-15 00:00:00,2.46,70.9,48.5,25092.5,225.9,249.1
19818,TRK022,NW02,20240315,2024-03-15 06:00:00,1.57,75.9,49.1,25097.7,264.2,268.0
19819,TRK022,NW02,20240316,2024-03-16 00:00:00,1.68,65.2,40.0,25103.1,282.2,182.8
19820,TRK022,NW02,20240316,2024-03-16 06:00:00,2.02,67.6,48.4,25108.1,186.7,196.7
19821,TRK022,NW02,20240317,2024-03-17 00:00:00,2.23,73.3,50.1,25113.4,272.0,212.2
19822,TRK022,NW02,20240317,2024-03-17 06:00:00,0.81,79.3,37.7,25118.7,241.8,237.0
19823,TRK022,NW02,20240318,2024-03-18 00:00:00,0.68,92.5,50.6,25124.3,227.6,216.8
19824,TRK022,NW02,20240318,2024-03-18 06:00:00,,81.7,44.6,25130.1,193.8,212.8
19825,TRK022,NW02,20240325,2024-03-25 00:00:00,0.97,91.3,46.6,25135.3,288.7,270.2
19826,TRK022,NW02,20240325,2024-03-25 06:00:00,1.63,80.2,,25141.1,229.8,278.2
19827,TRK022,NW02,20240326,2024-03-26 00:00:00,0.87,79.7,52.0,25146.5,287.8,190.5
19828,TRK022,NW02,20240326,2024-03-26 06:00:00,2.22,66.4,46.1,25152.2,246.8,271.2
19829,TRK022,NW02,20240327,2024-03-27 00:00:00,1.23,81.3,35.2,25158.1,225.2,231.1
19830,TRK022,NW02,20240327,2024-03-27 06:00:00,1.83,69.6,48.1,25164.0,289.9,267.2
19831,TRK022,NW02,20240328,2024-03-28 00:00:00,2.2,94.3,50.7,25169.4,210.8,247.8
19832,TRK022,NW02,20240328,2024-03-28 06:00:00,2.18,92.2,36.5,25175.0,216.7,279.2
19833,TRK022,NW02,20240329,2024-03-29 00:00:00,0.85,90.2,50.5,25180.9,271.9,209.1
19834,TRK022,NW02,20240329,2024-03-29 06:00:00,1.58,73.7,52.9,25186.5,263.0,258.5
19835,TRK022,NW02,20240330,2024-03-30 00:00:00,1.57,73.8,53.7,25191.8,197.8,210.6
19836,TRK022,NW02,20240330,2024-03-30 06:00:00,2.11,71.9,51.0,25197.6,263.0,229.4
19837,TRK022,NW02,20240331,2024-03-31 00:00:00,2.36,72.0,53.1,25202.7,288.6,272.3
19838,TRK022,NW02,20240331,2024-03-31 06:00:00,1.89,91.6,38.3,25208.0,211.6,205.8
19839,TRK022,NW02,20240401,2024-04-01 00:00:00,1.97,85.2,44.5,25213.6,212.8,183.4
19840,TRK022,NW02,20240401,2024-04-01 06:00:00,1.52,90.6,38.9,25218.9,272.8,228.7
19841,TRK022,NW02,20240408,2024-04-08 00:00:00,0.7,77.4,45.6,25224.0,192.1,245.4
19842,TRK022,NW02,20240408,2024-04-08 06:00:00,1.17,83.5,51.9,25229.7,228.0,206.9
19843,TRK022,NW02,20240409,2024-04-09 00:00:00,1.79,81.2,46.5,25235.0,249.8,181.1
19844,TRK022,NW02,20240409,2024-04-09 06:00:00,2.1,93.2,39.7,25240.4,282.1,250.5
19845,TRK022,NW02,20240410,2024-04-10 00:00:00,2.45,81.5,45.1,25245.9,268.8,277.4
19846,TRK022,NW02,20240410,2024-04-10 06:00:00,1.08,91.2,35.5,25251.3,289.2,243.5
19847,TRK022,NW02,20240411,2024-04-11 00:00:00,1.04,67.3,38.9,25257.2,186.1,190.5
19848,TRK022,NW02,20240411,2024-04-11 06:00:00,1.38,89.2,43.6,25262.6,264.4,271.5
19849,TRK022,NW02,20240412,2024-04-12 00:00:00,0.79,79.6,40.6,25267.7,265.0,258.8
19850,TRK022,NW02,20240412,2024-04-12 06:00:00,1.97,89.8,47.4,25273.7,268.7,274.2
19851,TRK022,NW02,20240413,2024-04-13 00:00:00,2.07,69.7,53.3,25278.9,220.3,185.8
19852,TRK022,NW02,20240413,2024-04-13 06:00:00,1.95,81.6,38.9,25284.5,228.6,273.8
19853,TRK022,NW02,20240414,2024-04-14 00:00:00,2.03,79.9,43.3,25289.9,230.3,191.4
19854,TRK022,NW02,20240414,2024-04-14 06:00:00,0.93,68.0,36.5,25295.3,227.7,265.8
19855,TRK022,NW02,20240415,2024-04-15 00:00:00,0.72,84.1,54.6,25301.2,200.7,248.6
19856,TRK022,NW02,20240415,2024-04-15 06:00:00,1.32,78.8,42.5,25307.1,190.2,198.9
19857,TRK022,NW02,20240422,2024-04-22 00:00:00,2.46,,50.8,25312.5,263.9,254.5
19858,TRK022,NW02,20240422,2024-04-22 06:00:00,2.22,92.3,44.7,25318.2,264.4,243.9
19859,TRK022,NW02,20240423,2024-04-23 00:00:00,1.51,70.2,40.3,25324.0,286.2,215.2
19860,TRK022,NW02,20240423,2024-04-23 06:00:00,2.03,85.8,48.6,25329.9,246.7,210.6
19861,TRK022,NW02,20240424,2024-04-24 00:00:00,2.49,72.3,40.4,25335.9,273.9,273.7
19862,TRK022,NW02,20240424,2024-04-24 06:00:00,2.46,91.0,37.7,25341.7,267.6,265.0
19863,TRK022,NW02,20240425,2024-04-25 00:00:00,2.39,84.7,51.3,25347.3,222.1,225.1
19864,TRK022,NW02,20240425,2024-04-25 06:00:00,1.33,66.1,49.4,25353.1,194.9,223.8
19865,TRK022,NW02,20240426,2024-04-26 00:00:00,1.53,74.5,49.1,25358.8,183.2,240.2
19866,TRK022,NW02,20240426,2024-04-26 06:00:00,1.47,75.0,37.8,25363.8,224.8,235.6
19867,TRK022,NW02,20240427,2024-04-27 00:00:00,2.24,146.5,41.8,25369.2,222.4,229.0
19868,TRK022,NW02,20240427,2024-04-27 06:00:00,2.16,87.8,46.5,25375.1,289.8,221.9
19869,TRK022,NW02,20240428,2024-04-28 00:00:00,0.98,74.4,42.3,25380.5,192.3,183.2
19870,TRK022,NW02,20240428,2024-04-28 06:00:00,0.58,87.3,50.7,25385.5,258.3,253.0
19871,TRK022,NW02,20240429,2024-04-29 00:00:00,0.51,75.7,41.9,25391.0,231.2,219.1
19872,TRK022,NW02,20240429,2024-04-29 06:00:00,0.65,66.3,42.7,25396.2,266.0,209.6
19873,TRK022,NW02,20240506,2024-05-06 00:00:00,7.59,74.2,45.1,25401.7,220.0,194.6
19874,TRK022,NW02,20240506,2024-05-06 06:00:00,0.87,83.1,44.3,25407.1,201.9,190.3
19875,TRK022,NW02,20240507,2024-05-07 00:00:00,1.71,,53.7,25412.4,197.1,206.0
19876,TRK022,NW02,20240507,2024-05-07 06:00:00,1.82,66.2,46.6,25417.5,204.4,215.2
19877,TRK022,NW02,20240508,2024-05-08 00:00:00,1.51,78.9,45.4,25423.0,193.9,234.8
19878,TRK022,NW02,20240508,2024-05-08 06:00:00,0.67,90.7,47.1,25428.4,230.7,263.9
19879,TRK022,NW02,20240509,2024-05-09 00:00:00,1.46,94.8,53.4,25434.3,243.5,191.2
19880,TRK022,NW02,20240509,2024-05-09 06:00:00,2.04,,44.6,25440.0,205.5,236.3
19881,TRK022,NW02,20240510,2024-05-10 00:00:00,1.09,80.2,42.2,25445.5,238.5,272.5
19882,TRK022,NW02,20240510,2024-05-10 06:00:00,2.44,83.5,44.6,25451.0,211.1,190.3
19883,TRK022,NW02,20240511,2024-05-11 00:00:00,1.64,87.0,43.6,25456.2,200.9,208.3
19884,TRK022,NW02,20240511,2024-05-11 06:00:00,0.54,69.7,45.2,25461.8,250.9,278.7
19885,TRK022,NW02,20240512,2024-05-12 00:00:00,1.52,85.2,46.7,25467.0,265.2,217.7
19886,TRK022,NW02,20240512,2024-05-12 06:00:00,2.34,69.4,38.0,25472.2,182.0,226.9
19887,TRK022,NW02,20240513,2024-05-13 00:00:00,1.82,74.4,47.3,25478.0,246.1,202.3
19888,TRK022,NW02,20240513,2024-05-13 06:00:00,2.04,91.7,38.8,25483.1,192.9,233.2
19889,TRK022,NW02,20240520,2024-05-20 00:00:00,1.48,86.5,42.5,25488.4,226.2,263.3
19890,TRK022,NW02,20240520,2024-05-20 06:00:00,0.79,92.1,40.6,25493.8,284.8,251.9
19891,TRK022,NW02,20240521,2024-05-21 00:00:00,2.4,68.1,37.4,25499.6,243.2,196.1
19892,TRK022,NW02,20240521,2024-05-21 06:00:00,0.88,81.0,52.8,25505.5,222.1,187.5
19893,TRK022,NW02,20240522,2024-05-22 00:00:00,0.68,77.5,45.2,25510.8,263.3,246.5
19894,TRK022,NW02,20240522,2024-05-22 06:00:00,0.85,72.9,51.4,25516.6,266.4,225.9
19895,TRK022,NW02,20240523,2024-05-23 00:00:00,2.08,80.3,41.8,25521.6,265.9,269.6
19896,TRK022,NW02,20240523,2024-05-23 06:00:00,1.84,77.3,38.7,25526.8,236.6,248.7
19897,TRK022,NW02,20240524,2024-05-24 00:00:00,0.72,66.9,51.4,25532.5,229.6,196.0
19898,TRK022,NW02,20240524,2024-05-24 06:00:00,0.81,77.7,48.7,25538.0,201.4,267.7
19899,TRK022,NW02,20240525,2024-05-25 00:00:00,1.07,74.6,54.8,25544.0,259.4,242.7
19900,TRK022,NW02,20240525,2024-05-25 06:00:00,0.92,71.8,46.7,25549.9,274.4,181.7
19901,TRK022,NW02,20240526,2024-05-26 00:00:00,1.63,88.2,53.3,25554.9,248.0,198.7
19902,TRK022,NW02,20240526,2024-05-26 06:00:00,1.88,87.5,43.8,25560.0,231.8,225.7
19903,TRK022,NW02,20240527,2024-05-27 00:00:00,2.23,86.7,48.0,25565.6,274.2,252.2
19904,TRK022,NW02,20240527,2024-05-27 06:00:00,0.76,88.1,41.6,25571.6,191.7,184.7
19905,TRK022,NW02,20240603,2024-06-03 00:00:00,2.09,94.5,45.2,25577.5,204.5,270.2
19906,TRK022,NW02,20240603,2024-06-03 06:00:00,2.37,72.6,52.2,25583.1,258.0,226.4
19907,TRK022,NW02,20240604,2024-06-04 00:00:00,1.85,73.7,36.4,25588.8,233.2,191.8
19908,TRK022,NW02,20240604,2024-06-04 06:00:00,2.08,65.0,49.3,25594.3,238.5,189.6
19909,TRK022,NW02,20240605,2024-06-05 00:00:00,0.98,70.3,42.5,25600.2,206.6,275.6
19910,TRK022,NW02,20240605,2024-06-05 06:00:00,0.82,79.3,37.8,25605.7,181.0,253.0
19911,TRK022,NW02,20240606,2024-06-06 00:00:00,1.59,93.0,48.7,25611.0,259.9,215.1
19912,TRK022,NW02,20240606,2024-06-06 06:00:00,0.56,85.4,51.9,25616.9,195.2,215.8
19913,TRK022,NW02,20240607,2024-06-07 00:00:00,,68.4,51.7,25622.4,274.4,240.9
19914,TRK022,NW02,20240607,2024-06-07 06:00:00,1.69,86.0,43.4,25627.7,220.9,201.4
19915,TRK022,NW02,20240608,2024-06-08 00:00:00,1.99,,43.4,25633.0,254.3,211.1
19916,TRK022,NW02,20240608,2024-06-08 06:00:00,2.32,78.4,41.9,25638.1,233.6,203.7
19917,TRK022,NW02,20240609,2024-06-09 00:00:00,2.41,75.3,50.3,25643.9,188.0,266.0
19918,TRK022,NW02,20240609,2024-06-09 06:00:00,2.37,89.0,42.7,25649.9,180.4,214.2
19919,TRK022,NW02,20240610,2024-06-10 00:00:00,1.59,75.5,41.3,25655.3,284.1,217.3
19920,TRK022,NW02,20240610,2024-06-10 06:00:00,2.43,82.2,45.2,25660.8,248.5,221.5
19921,TRK022,NW02,20240617,2024-06-17 00:00:00,2.14,74.8,53.2,25666.1,246.9,238.9
19922,TRK022,NW02,20240617,2024-06-17 06:00:00,,77.9,54.1,25671.5,236.8,264.9
19923,TRK022,NW02,20240618,2024-06-18 00:00:00,1.07,77.0,36.6,25676.6,209.1,188.1
19924,TRK022,NW02,20240618,2024-06-18 06:00:00,1.73,77.7,52.6,25681.9,208.2,263.4
19925,TRK022,NW02,20240619,2024-06-19 00:00:00,1.37,67.7,52.3,25687.7,212.6,235.9
19926,TRK022,NW02,20240619,2024-06-19 06:00:00,2.33,84.1,43.2,25693.5,255.9,236.2
19927,TRK022,NW02,20240620,2024-06-20 00:00:00,1.35,89.1,44.8,25698.7,238.8,250.4
19928,TRK022,NW02,20240620,2024-06-20 06:00:00,,77.7,38.5,25704.0,229.4,204.1
19929,TRK022,NW02,20240621,2024-06-21 00:00:00,1.97,,51.3,25709.2,258.7,267.4
19930,TRK022,NW02,20240621,2024-06-21 06:00:00,0.83,67.7,53.6,25715.1,247.7,183.3
19931,TRK022,NW02,20240622,2024-06-22 00:00:00,2.05,,44.1,25720.6,252.5,275.8
19932,TRK022,NW02,20240622,2024-06-22 06:00:00,1.06,73.5,39.5,25725.8,264.6,269.8
19933,TRK022,NW02,20240623,2024-06-23 00:00:00,1.37,86.3,46.9,25731.0,204.4,182.9
19934,TRK022,NW02,20240623,2024-06-23 06:00:00,1.87,91.5,52.9,25736.8,243.3,222.1
19935,TRK022,NW02,20240624,2024-06-24 00:00:00,1.35,70.8,46.4,25742.7,221.6,192.4
19936,TRK022,NW02,20240624,2024-06-24 06:00:00,1.5,89.4,35.5,25747.8,181.5,261.2
19937,TRK022,NW02,20240701,2024-07-01 00:00:00,1.82,69.3,42.2,25752.9,197.8,184.9
19938,TRK022,NW02,20240701,2024-07-01 06:00:00,1.95,77.0,54.9,25758.6,238.2,241.9
19939,TRK022,NW02,20240702,2024-07-02 00:00:00,2.19,79.4,38.8,25763.7,203.2,255.3
